status	feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10	feature11	feature12	feature13	feature14	feature15	feature16	feature17	feature18	feature19	feature20	feature21	feature22	feature23	feature24	feature25	feature26	feature27	feature28	feature29	feature30	feature31	feature32	feature33	feature34	feature35	feature36	feature37	feature38	feature39	feature40	feature41	feature42	feature43	feature44	feature45	feature46	feature47	feature48	feature49	feature50	feature51	feature52	feature53	feature54	feature55	feature56	feature57	feature58	feature59	feature60	feature61	feature62	feature63	feature64	feature65	feature66	feature67	feature68	feature69	feature70	feature71	feature72	feature73	feature74	feature75	feature76	feature77	feature78	feature79	feature80	feature81	feature82	feature83	feature84	feature85	feature86	feature87	feature88	feature89	feature90	feature91	feature92	feature93	feature94	feature95	feature96	feature97	feature98	feature99	feature100
Control	 28.62	 80.286	  8.84	  5.4777	 75.31	 65.82829	 42.88	  0.668	 93.154	 98.14	 80.921	 45.123	 33.40	 22.41	  1.437	 27.6939	  3.069	 40.950	 87.60	 82.14	 47.124	 10.619	 40.639	 30.0071	 59.22	 81.0	 70.177	  0.78	 72.70	 15.94	 13.69	 28.83	 96.279	 13.82	  8.58	 59.59	 21.91	 25.43	  9.80	 17.114	  0.39	 16.81	 90.846	 50.09	 21.604	 45.26	 69.13	 53.15	 70.31	 47.63	 98.23	 42.55	 86.54	 10.12	 22.36	 47.52	 90.23	 57.67	 43.07	 60.35	 54.054	 34.41	 16.53	  4.525	 96.385	 99.5582	 61.77	 76.46	 28.49	 99.41	 96.113	 43.17	 92.99	 89.437	 20.607	 34.365	 48.21	 28.09	 19.680	 23.21	 31.02	 81.4539	 90.00	 15.6338	 42.29	 11.192	 66.54	 55.88	 33.64	 43.397	 49.232	  6.911	 96.48	 90.19	 95.580	 24.219	 98.126	 49.948	  5.50	 94.92
Control	 58.10	 83.316	 36.37	  4.8950	 20.83	 95.00123	 57.45	 93.485	 84.707	 91.78	 19.210	 52.990	  8.05	 14.86	 50.741	  2.0185	 61.484	 76.495	 56.27	 63.04	 22.908	 47.236	 40.854	  7.6508	 79.05	 27.6	 14.947	 66.47	 18.26	 40.93	 22.62	 91.92	 59.925	 91.74	 26.21	 76.96	  7.35	 87.14	 23.07	 69.490	 78.07	 81.99	  0.124	 30.10	 39.744	 40.55	 86.38	 38.58	 94.54	 65.79	 28.86	  2.89	 52.48	 14.13	  0.55	 62.47	  8.38	 32.79	 88.74	 46.78	 19.984	 28.99	 88.54	 16.740	 45.365	 41.5734	 86.03	 82.23	 55.46	 54.19	 36.485	 49.76	  3.73	 23.497	 48.482	 55.740	 95.98	 66.00	 35.740	 86.33	 19.41	 39.2971	 94.07	 83.6653	 65.95	 22.534	  2.05	 59.50	 81.76	 35.767	  9.274	 46.940	 33.33	  7.43	 85.364	 17.369	 72.564	 37.718	 73.08	 51.35
Control	 14.16	 28.237	 58.84	 54.7957	 48.53	 12.48602	 50.67	 15.084	 94.280	 11.19	 21.482	 59.210	 28.74	 13.52	 24.508	 13.6030	 20.055	 63.834	 20.76	 53.25	 33.395	 30.533	 88.058	 50.3796	 52.00	 16.4	 72.921	 24.10	 27.46	 63.86	 33.20	 65.05	 29.620	 52.62	 72.63	 51.82	 83.57	 18.20	 98.63	 12.684	 32.51	 75.01	 38.325	 37.47	 50.142	 53.23	 13.12	 43.66	 67.64	 34.70	 83.73	 72.80	 45.60	 36.59	 26.52	 59.02	 56.34	 50.69	 59.74	 91.77	  3.814	 59.80	 70.41	 68.149	 74.266	 54.8876	  0.51	 90.10	 20.20	 40.57	 19.010	 67.18	 57.38	 22.416	 31.609	 43.139	 20.95	 71.94	 26.061	 34.09	 40.95	 48.4913	 53.07	 66.5403	 64.99	 51.836	 71.79	 85.42	 98.65	 21.936	 77.204	 87.820	 46.90	 90.03	 67.673	 19.187	 47.069	 48.645	 81.03	 26.56
Control	 49.44	 51.904	 76.92	 18.7351	 79.93	 72.74266	 94.66	 10.665	 30.150	 87.88	 97.214	 88.438	 25.79	 32.35	 78.167	 16.4503	 12.186	 89.035	 86.39	 62.79	 44.278	 14.292	 23.630	 47.2337	 79.94	  9.6	 77.363	 76.98	 63.43	 95.18	 17.90	 87.34	 17.862	 53.24	 32.43	  0.08	 72.64	 14.74	 80.38	 88.701	 93.71	 29.00	 23.654	 59.33	 86.281	 34.23	 79.95	  7.63	 60.38	 99.62	 42.14	 58.83	 86.71	 66.96	 82.21	 66.90	 84.71	 16.93	 68.30	 95.57	 65.980	 32.42	 68.18	 38.242	 44.215	 32.4827	 28.53	 37.40	 17.60	 60.93	 48.955	 37.08	 14.68	 81.610	 80.060	 28.173	 78.26	  9.68	 83.879	 32.33	 29.33	 25.5527	 78.12	 72.1867	 10.66	 11.771	 23.33	 61.09	 17.58	  3.479	 38.752	 81.480	  8.20	 80.62	 84.308	 73.007	 60.138	 81.055	 43.61	 50.47
Case	 36.03	 45.642	 83.89	 34.6364	 46.74	 82.12524	  3.13	 57.738	 43.789	 99.51	 87.257	 51.356	 34.48	  6.74	 85.715	 20.5711	 72.766	 52.462	 73.60	 22.31	 32.824	 44.535	  4.294	 52.0716	  9.34	 62.5	 84.510	 81.11	 19.05	 59.10	 67.76	 14.33	 88.458	 61.56	 29.76	  4.14	 13.12	 45.08	 62.75	 42.407	 68.51	 17.98	  5.882	 95.72	 31.388	 56.47	 20.42	  3.69	 34.90	 90.77	 96.45	 57.80	 93.55	 93.83	 94.19	 12.76	 95.92	 11.71	 22.26	 44.30	 42.359	 98.84	 57.93	 47.150	 69.851	 77.7198	 16.50	  5.43	 81.39	 97.07	 90.964	 52.92	 43.41	 10.938	 54.807	 32.948	 82.93	 64.13	 45.094	 27.78	 59.18	 62.5927	 17.00	 14.0325	 35.74	 84.489	 96.70	 62.66	  0.56	 66.665	  5.772	 51.965	 30.98	 85.14	 16.835	 70.798	 13.285	 79.229	 28.52	 29.03
Case	 40.70	 27.095	 70.90	 85.1597	 38.93	 84.79418	 91.00	 79.819	 25.982	  9.58	 18.443	 20.329	 74.69	 27.40	  6.332	 11.1157	 87.835	  6.158	  7.82	 76.13	 94.413	 10.585	 10.431	 89.2651	 54.61	 40.8	 35.203	 10.13	 88.38	 92.44	 84.72	 95.63	 34.409	 90.10	 66.08	 32.19	 84.86	  1.54	 78.57	 66.468	 73.28	 61.73	 66.621	 53.82	 68.293	 37.45	 91.19	 22.51	 22.26	  5.64	  5.62	 98.56	 98.59	 46.41	 19.07	 58.28	 14.07	 38.61	 34.99	 46.08	 72.352	 99.21	 23.56	  7.714	 60.040	 42.5810	 37.06	  8.61	 21.82	 88.41	 20.149	 47.79	 79.70	 43.237	 57.860	 22.915	 26.46	 81.34	 32.497	  1.41	 16.65	 50.5309	 43.45	  7.9840	 74.68	 61.535	 48.12	 61.74	 89.91	 88.044	 81.591	 38.167	 94.40	  2.80	 53.044	 23.639	 98.993	 77.236	 10.76	 87.59
Case	 28.12	 72.839	 42.26	 39.4339	 40.72	 42.09324	 21.30	 24.814	  1.136	 94.81	 55.639	 59.402	 80.86	 99.24	  2.478	 22.4164	 10.921	 79.682	 20.33	 93.01	 14.790	 77.666	 83.365	 34.2331	 26.15	 10.0	 42.974	 21.30	 38.37	 41.24	 73.68	  0.35	 43.576	 90.19	 55.62	 88.20	 81.67	 65.66	 52.93	 55.326	 28.65	 61.23	  7.992	 54.21	 51.338	 77.88	 63.54	 96.68	 65.42	 23.47	 75.96	 65.42	 19.79	 18.20	 24.42	 67.77	 79.29	 72.40	  2.31	  0.46	 38.275	 74.30	 73.35	 93.623	  8.306	 34.9799	 38.15	 72.18	 57.53	 71.16	 93.258	 97.62	 48.59	 62.798	 38.529	 11.184	 73.36	 47.56	 61.539	 54.37	 57.06	 36.4405	 51.92	 78.4864	 71.34	 70.179	 59.41	 77.22	 27.38	 65.089	 23.864	 40.685	 77.56	 85.88	 78.354	 82.777	 12.425	 59.078	 49.86	 35.22
Case	 42.53	 20.241	 88.64	 48.8465	 71.02	 76.14187	 99.15	 34.510	 89.361	 94.02	 79.287	 34.057	 93.11	 48.63	  8.083	 48.9301	 58.810	 29.493	 80.83	 29.33	 11.039	 59.441	 93.618	  7.8821	 80.21	 22.3	 54.555	 58.90	  9.91	 91.48	 68.43	 17.05	 98.031	 33.91	 56.66	 12.74	 86.08	 60.14	 16.88	 30.087	 61.02	 86.57	 61.549	 77.87	 93.823	  5.32	 77.95	 14.07	 61.99	 74.59	 49.59	 52.88	 47.61	 25.93	 59.66	 36.09	 41.35	  6.81	 49.78	 32.75	 90.475	 57.26	 73.98	 44.850	 14.475	 40.1829	 83.69	 67.08	 12.66	 50.82	 54.709	  2.98	 41.59	 83.442	 48.362	 78.848	 26.81	 57.30	 55.636	 60.07	 95.11	 81.8357	 99.56	 67.3786	 63.28	 54.139	 51.03	 12.01	 24.95	 67.380	 84.038	 71.478	  4.38	 72.27	 16.919	 64.543	 68.953	 93.726	 85.35	 88.63
Control	 46.35	 92.829	 64.17	 54.3768	 44.57	 29.92199	 65.95	 63.181	 86.340	 28.81	 50.020	 72.963	 53.76	 74.36	 98.984	 59.0826	 28.538	 57.404	  6.35	 46.83	 71.475	 53.728	 28.189	  8.5952	  3.97	 68.2	 71.673	 70.20	 76.89	 40.83	 79.74	 34.79	 83.617	 42.55	 87.48	 30.59	 99.67	 72.69	 24.01	 28.373	 65.13	 63.97	 29.410	 34.23	 13.007	 81.82	 21.46	 16.90	 48.08	 72.21	 74.11	 22.40	 35.32	 74.89	 43.48	 56.22	 54.96	 84.27	 75.15	 75.34	 66.742	 32.91	 65.06	 83.708	 82.377	 15.8351	 29.10	 58.04	 20.72	  7.57	 66.754	 10.71	  3.65	 60.744	 43.649	  4.954	 48.72	 29.45	 53.946	 21.14	 19.55	 35.1740	 46.94	 38.4163	 55.70	 30.873	 74.72	 79.96	  5.89	 38.755	 45.539	 90.903	 86.25	 14.89	 12.140	 42.705	 79.930	 78.928	 93.04	  4.60
Case	 82.93	 16.697	  8.21	 41.9219	 16.02	 99.96360	 21.38	 38.411	 10.967	 83.53	 64.231	 45.708	 80.82	 92.48	 83.187	  7.7508	 26.866	 94.267	 26.70	 91.52	  4.989	 11.188	 22.020	 70.4575	 79.50	 63.3	 26.320	 50.69	 48.48	 65.16	 60.93	 40.85	 77.225	 49.49	 60.65	 57.61	 49.41	 32.30	 35.94	  7.106	 44.09	  9.19	 99.525	 25.53	 53.492	 74.61	 54.04	  2.16	 82.93	 54.15	  4.21	 64.30	 59.55	 52.72	 18.29	 76.86	 63.09	 11.47	 47.23	 21.88	 35.909	 84.07	 14.24	 22.940	 59.544	 86.1166	  7.20	 33.15	 65.82	 27.86	  3.387	 45.31	 16.38	 82.847	 85.744	  1.851	 64.16	 41.66	 11.140	 66.06	 35.56	  6.7717	 64.04	 56.3616	 27.16	 10.210	 62.10	 71.95	 97.01	 92.440	 95.855	 45.336	 24.64	 98.44	 13.787	  2.938	 64.134	 87.378	 94.16	 26.47
Control	 35.91	 44.933	 63.03	 37.5628	 94.75	  4.85153	 73.52	 47.267	 26.035	 29.48	 48.163	 98.248	 94.91	 11.32	 10.794	 46.9368	 59.856	 76.672	 94.52	 57.12	 50.912	  8.934	  6.769	 31.8329	 40.69	 73.8	 83.106	 14.56	  9.41	 99.16	 29.88	 90.88	 10.166	 98.65	 28.96	 30.59	 27.39	 75.56	 57.46	 99.192	 69.18	 86.74	 19.626	  1.34	 80.999	 62.42	 86.27	 20.51	 23.01	 65.52	 53.52	 21.22	 79.95	 12.00	 65.26	 81.46	 69.36	 47.06	  9.69	 41.72	 44.669	 70.00	 74.99	 86.959	 90.787	  1.6345	 41.25	 95.89	 38.68	  9.17	 41.527	 16.69	 17.40	  2.048	 44.526	 46.883	 71.95	 78.01	 21.670	  9.28	 19.88	 10.1241	 97.32	 75.6740	 60.47	 69.729	 32.91	 96.66	 66.81	 54.131	 56.978	 67.775	 96.26	 46.46	 76.792	 37.967	  0.560	 74.382	  6.24	 83.74
Case	 43.88	 70.642	 60.96	 88.5178	 36.29	 23.37669	 67.72	 71.828	 43.197	 11.98	 24.367	 54.006	 62.32	 50.35	 96.616	 64.0873	 62.992	 54.652	 16.34	 81.33	 78.130	 94.552	 69.328	 47.9823	 62.57	 40.1	 66.348	 87.55	 57.03	 54.69	 31.53	 20.65	 79.308	 87.98	 11.90	 46.67	 58.20	 41.52	 99.91	 30.852	 44.53	 84.18	 83.856	 30.13	 33.885	 22.23	 11.32	 21.89	 87.37	 69.40	 65.71	 62.94	 26.71	 62.11	 34.60	 31.16	 33.65	 13.09	 91.88	 93.47	 52.309	 61.36	 22.17	 82.320	 48.887	  2.3613	 28.89	 98.27	 98.13	 82.73	 67.476	 89.29	  5.34	 61.418	 30.602	 34.026	 67.77	 66.51	 73.991	 73.20	 47.01	 28.3033	 65.61	 74.5357	 50.73	 73.777	 69.04	 81.58	 89.73	 60.652	 17.121	 40.246	  5.43	 19.43	 41.436	 27.249	 20.010	 50.025	 41.11	 91.49
Case	  0.73	 90.922	  2.81	 70.4909	 64.94	 93.37273	 37.52	 15.434	 77.782	 34.50	  2.797	 57.704	 76.95	 23.11	 12.618	 95.2450	 76.896	 76.654	 82.52	 48.62	 67.230	 11.134	 23.008	  4.0761	 21.76	 40.4	 53.443	 43.08	 87.35	 72.92	  8.88	 26.86	 77.951	 54.79	 43.77	 81.46	 63.18	 58.03	 88.56	 56.404	 12.75	 49.55	 82.537	  1.70	 19.000	 19.41	 50.66	 23.97	 58.82	 29.30	 44.45	 12.07	 90.13	 66.33	 98.35	 83.91	 30.14	 63.42	 13.55	 64.65	 18.581	 48.25	 49.84	 58.771	  8.575	 50.0755	  3.49	 80.10	 85.84	 52.80	 87.487	 20.65	 68.45	 41.108	 88.653	 10.102	 18.88	 15.65	 12.097	 64.10	 15.50	 60.5930	 33.31	 40.0908	 48.81	 62.072	 95.59	 56.33	 83.06	 61.671	 10.473	 69.851	 52.30	  8.24	 35.449	 99.160	 31.872	 93.596	 26.00	  1.50
Case	 96.81	 54.075	 37.36	 91.8383	  2.70	 43.03676	 38.44	 19.002	 79.036	 48.31	 45.619	 78.856	  2.57	 55.82	 40.397	 58.7245	  0.214	 76.551	 90.27	 86.87	 27.917	 32.762	 36.993	 37.9919	 69.12	 49.5	  0.698	 49.11	 84.55	 72.10	 26.48	 34.01	 27.224	 39.64	  8.34	  5.27	 67.50	 50.77	 13.94	 52.794	 61.46	  7.94	 88.083	 48.63	 15.534	 61.95	 41.85	 89.27	 59.27	  5.61	 60.28	 85.68	 76.37	 33.14	  2.87	 87.38	  5.75	 35.31	 74.57	 66.05	 49.194	 16.21	 22.18	 72.338	 69.048	 30.5085	 37.92	 74.20	 62.42	 67.17	 82.032	 42.66	 75.68	 33.377	 52.853	 93.012	 68.82	 81.33	 11.383	 70.85	 26.86	 31.0253	 29.00	 94.5845	 14.51	 33.363	 92.14	 79.52	 16.35	 81.404	  9.840	 95.098	 99.17	 93.64	 73.711	 98.943	 65.639	 32.801	 22.20	 76.81
Case	 33.75	 53.734	  3.11	 10.5193	 70.92	 49.03186	 59.80	 39.504	 34.191	 50.44	 28.375	 16.289	 66.48	 67.54	 14.338	  8.1655	 88.558	 13.625	 64.73	 78.03	 96.552	 49.192	 59.156	 69.9922	 63.04	 63.0	 94.282	 36.98	 52.20	 40.78	 84.36	 36.67	  4.112	 19.89	 43.26	 88.71	 78.93	  7.18	 66.72	 81.474	 57.66	  2.17	 94.747	 55.42	  8.582	 42.32	 52.64	 58.35	 54.95	 40.19	 81.69	 13.31	 38.52	 20.31	 64.81	 82.22	 43.71	 57.07	 68.30	 95.74	 23.343	 41.27	 35.28	 37.215	 46.797	 33.8229	 69.46	 89.01	 83.22	 36.82	  1.839	 76.87	 45.50	 66.380	 71.429	 75.634	 33.52	 13.60	 32.217	 65.37	 69.79	  5.2421	 79.45	 23.1230	 39.74	 95.619	 22.40	 67.34	 48.48	 22.005	 26.782	 21.057	  1.34	 62.22	  6.947	 22.290	 42.566	 41.833	 95.68	 54.64
Case	  2.84	 56.606	 28.72	 83.1988	 38.52	 17.35599	  2.96	 63.136	 26.739	 46.52	 20.629	 76.587	  1.56	 89.97	 57.146	 65.0448	 96.310	 25.303	  6.27	 59.68	 85.480	 65.983	 28.992	 97.4601	 23.23	 59.8	 76.334	 60.13	 37.58	  0.35	 61.40	 98.00	 51.958	 57.47	 49.90	 33.20	 95.90	 84.16	 20.01	 73.588	 56.94	 30.90	 83.726	 41.11	 30.888	 62.21	 59.03	 55.83	  3.59	 51.43	 20.65	 56.10	 99.42	 87.95	 92.44	 63.36	 30.09	 23.64	 38.72	 75.96	 25.325	 23.12	 13.97	 87.071	 99.771	 76.7955	 83.47	 62.86	 80.64	 70.13	 75.085	 48.56	 16.35	  6.231	 15.103	 18.300	 87.12	 33.38	 90.483	 10.21	 68.58	 95.9497	 18.90	 42.2484	 35.21	 35.598	 83.40	 18.35	 72.68	  5.507	 98.815	  6.967	 19.38	 92.00	 54.632	 44.481	 95.789	 68.918	 29.60	 63.64
Case	 35.65	 24.500	  5.01	  6.5392	 28.45	 54.75486	 59.31	 16.972	 66.512	  2.35	 40.112	 52.930	 71.17	 92.55	 98.623	 66.6486	 45.287	  6.531	 51.36	 96.97	 73.239	 30.877	  6.005	 51.6341	 49.11	 15.9	 12.972	 44.72	 67.18	 86.71	 35.52	 32.65	 31.334	 33.68	 66.69	 37.90	 56.09	 78.13	 42.85	 55.223	 16.45	 73.17	 14.435	 80.03	 87.242	 66.40	 21.43	 75.87	 36.26	 29.95	 32.90	 44.56	 15.95	 58.66	 80.50	 33.88	 76.31	 96.53	 96.14	 43.25	 90.327	  4.08	 68.52	 83.933	 87.887	 36.9226	 18.22	 73.93	 47.79	  0.71	 30.294	 33.32	 64.31	 16.806	 28.373	 36.959	 50.87	 93.64	 23.242	 11.05	 84.77	 40.8530	 13.68	 57.1050	 48.95	 68.868	 47.79	 74.41	 71.11	 40.089	 89.579	 67.084	 29.51	 96.81	 35.867	  4.941	 48.070	 49.624	 32.48	 96.33
Control	 64.03	 92.025	 15.52	 65.7318	  3.73	  9.93961	 43.92	 19.729	 44.577	 99.42	 75.525	 71.937	 72.18	 50.93	 67.549	 76.8805	  0.894	 69.429	 99.87	  7.70	 37.603	 96.187	 21.443	 75.3477	 28.19	  6.3	 12.943	 12.67	 50.39	 60.21	 62.23	 79.26	 41.506	 13.72	 66.43	 17.40	 62.90	 26.07	 68.35	 95.849	 79.74	 99.56	  2.735	 23.09	 63.479	  8.50	 67.02	 92.55	 52.90	 33.96	 33.65	 46.95	 87.99	 36.03	 58.38	 61.62	 13.88	 99.90	 65.99	 92.64	  3.118	 49.77	 19.49	 28.320	  1.475	  6.4329	 30.75	 18.95	 38.91	 66.12	 88.053	 65.00	 99.01	 92.940	 24.139	 85.756	 25.02	 62.82	 76.494	 73.14	 40.75	 32.1411	 35.82	  5.4468	 76.11	 35.924	 52.07	 21.64	 39.49	 47.388	 88.170	 37.151	 65.65	 27.07	 29.286	 26.886	 34.246	 35.700	 91.05	 68.67
Case	 28.66	 24.733	  5.82	 61.4700	 11.72	 11.99653	 18.57	 38.242	 24.882	 36.82	 58.696	 36.047	 12.16	 48.41	 61.504	 94.7051	  6.499	 36.013	  4.40	 27.23	 43.807	 33.080	 28.393	 21.0949	 79.40	 80.4	 28.885	 93.67	 93.64	 11.51	 34.83	 28.36	 31.848	 88.29	 32.27	 47.67	 19.64	 39.12	  4.91	  6.855	  0.77	 45.51	 84.974	 70.61	 12.862	 16.52	 74.28	  2.12	 54.49	 78.82	 73.80	 63.28	 69.12	 17.95	 64.05	 43.35	 17.81	 42.24	 70.72	 82.53	 74.089	 20.73	 26.04	 80.048	 76.555	 59.8087	 95.88	 35.28	 15.44	 20.39	 37.834	 45.48	 33.50	 10.559	 73.431	 32.881	 19.28	 99.61	  3.938	 81.34	 47.45	 38.4754	  2.59	 88.8730	 55.66	 61.024	 20.30	 47.32	 23.17	 74.895	 35.800	 67.878	  6.44	 35.56	 97.946	 70.100	 65.034	 83.995	 86.37	  3.80
Case	 98.28	 31.925	 87.20	 27.0623	 28.38	 18.20669	 33.78	 76.497	 16.154	 36.60	 46.127	 67.567	 47.55	 63.99	 79.893	 11.5444	 82.688	 51.274	 84.88	 86.46	 27.618	 81.527	 90.060	 36.3455	 55.80	 66.4	 85.787	 48.08	 14.95	 20.71	 93.62	 17.35	 94.998	  8.02	 87.20	 35.82	 48.47	 16.52	 94.59	 75.575	  7.74	 69.52	 39.959	 14.17	 60.353	  6.42	 52.96	 96.40	 11.71	  3.50	 92.68	 59.51	 47.03	 16.45	 58.03	 36.33	 81.26	 68.23	 26.41	 34.38	 80.996	 82.15	 88.98	 56.522	 90.201	  1.6110	 41.20	 13.58	  3.81	 17.63	  5.603	 26.76	 45.41	 18.409	 42.329	 21.416	 27.95	 65.78	 42.499	  7.11	 44.62	 92.2877	  7.18	 53.3045	  1.88	 72.630	  7.06	 92.67	 23.56	 89.467	 51.088	 12.157	 22.56	 38.45	 26.860	 27.468	 29.070	 29.664	 37.13	 62.63
Case	  8.23	  2.173	 16.53	 81.6305	 39.11	 16.78680	  7.67	 84.332	 95.969	 42.20	 96.136	 66.238	 85.71	 74.45	 66.618	  6.7957	 13.791	 43.335	 21.70	 92.44	 70.479	 93.235	 76.327	 98.2986	 60.05	  6.3	 69.660	 24.86	 42.69	 27.55	 11.29	 74.37	 81.819	 50.34	 43.81	 85.40	 76.28	 39.04	 15.29	 93.580	 70.05	 94.47	 63.057	 14.45	 29.209	  8.48	 31.98	 22.06	 96.03	 53.17	 23.24	 24.45	 38.68	 47.15	 79.23	 91.98	 34.78	 91.78	 82.84	 21.20	 99.161	 56.84	 74.15	 54.576	 16.178	 91.9911	 52.97	 51.33	  8.24	 95.25	 25.158	  1.11	 96.84	 72.872	 88.587	 91.544	 14.29	 33.03	  3.791	 77.46	 12.12	 69.4581	 88.63	 25.9483	 69.47	 75.518	  4.02	 38.54	 24.02	  1.745	 82.011	 12.488	 61.16	 50.55	 64.023	 83.040	  4.327	 87.328	 55.30	 15.55
Case	 12.80	 30.528	  7.45	 18.5010	 81.44	 56.75961	 97.88	 93.771	 81.275	 18.22	 24.839	  4.482	 33.19	  8.15	 27.370	 74.2501	 59.846	 62.092	 67.75	 61.66	 72.731	 79.815	 35.412	 84.3158	 90.30	 53.4	 74.124	 98.53	 30.94	 47.32	 12.55	 85.69	 34.325	 24.25	 20.25	 91.74	  7.49	 65.01	 36.68	 22.112	 34.83	 46.38	 26.584	 24.17	 26.162	 10.10	 84.78	 47.01	 10.45	 37.64	 72.28	 48.11	 84.54	 25.74	 62.98	 64.35	 32.87	 22.04	 22.51	 76.72	 18.823	 52.70	 25.81	 13.305	 27.929	 60.7347	 72.71	 28.10	 39.59	 22.86	 48.471	 28.01	 56.60	 88.713	  1.550	 79.587	 80.24	 30.06	 37.370	 47.70	 60.91	 36.9237	 28.26	 35.8533	 82.16	 23.448	 98.33	 65.49	 25.46	 36.668	  7.096	 26.158	 57.86	 30.58	 16.308	 70.107	 87.502	 62.893	 66.58	 22.02
Case	 26.36	 71.256	 56.32	 98.3059	 92.76	 30.07761	 88.33	  5.701	 86.531	 84.12	 13.560	  6.337	 46.07	 27.86	 13.526	 46.7526	 29.313	 58.255	 56.80	 32.90	 13.504	 10.310	 45.296	 59.1309	 66.35	 11.8	 48.714	 13.10	 69.97	 27.61	 45.94	 71.18	 40.628	 33.01	  6.46	 21.80	 29.59	 61.05	 74.56	 46.927	 77.30	 70.67	 46.669	 46.75	 36.307	 98.61	 71.90	 49.69	 92.16	 87.93	 70.60	 19.09	 30.25	 99.72	 12.93	 83.81	 80.29	 16.02	 33.60	 62.03	 93.521	 98.70	 67.92	 19.389	 99.205	 67.6243	 92.64	 93.35	 72.09	 24.20	 88.154	 38.85	 13.22	 60.276	  5.713	 21.855	 43.79	  0.32	 16.687	 56.36	 16.91	 35.8074	 10.56	 38.6929	 34.25	 64.681	 86.58	 15.84	 77.57	 36.863	 88.430	 74.114	 19.90	 35.31	 30.606	 33.999	 27.110	 23.424	  7.10	  2.75
Control	 21.29	 92.928	 24.36	 86.7605	 89.84	  5.89905	 56.31	 61.318	 58.162	 14.60	 13.794	 15.768	 60.28	 24.76	 54.059	 89.2972	 73.831	 27.347	 16.26	 51.19	 46.062	 56.184	 60.341	 64.2389	 23.31	 19.6	 48.581	 34.73	 65.60	 31.75	 25.27	 67.27	 62.207	 15.51	 41.30	 55.14	 25.85	 74.89	 76.07	 62.736	  4.64	 83.62	 18.280	 93.93	 85.239	 64.47	 65.89	 15.31	 68.86	 64.00	 83.80	  3.19	 52.71	 31.78	 41.63	  8.99	 79.00	 11.77	 67.33	 91.63	 64.337	  2.08	 70.43	 87.177	 24.116	 62.2416	 40.07	 82.76	 56.66	 46.06	 89.478	 13.47	 83.95	 76.835	 50.601	  2.168	 99.71	 43.13	 44.395	 16.29	 21.52	 65.1313	 76.86	 63.6576	 45.90	 64.021	 47.41	 67.27	  9.26	 30.480	 50.613	 20.165	 33.86	  6.70	 11.702	 55.084	 70.868	 24.090	 86.01	  1.30
Case	 94.64	 86.787	 58.93	 74.0683	 89.36	 37.84430	 55.87	 77.418	 87.745	 73.99	 94.012	 92.316	 73.61	 29.96	 27.426	 90.7440	 90.028	 16.170	 82.85	 29.58	 87.341	 74.079	 95.603	 80.6186	 71.91	 54.1	 49.064	 19.82	 64.64	 48.94	 23.57	 53.83	 37.357	 72.17	 21.88	 67.65	 58.29	  3.84	 82.31	 84.443	 67.95	  4.88	 81.853	 70.04	 51.926	 23.99	 27.12	  5.25	 81.16	 57.99	 75.25	  5.68	 62.49	 17.94	  9.24	 53.81	 46.99	 30.26	 58.37	 93.65	 53.465	 46.58	 26.42	 34.504	 78.326	 96.1496	 71.22	 79.78	 78.17	 63.17	 68.807	  1.64	  5.82	 55.734	 10.378	  1.684	 59.46	 66.68	 74.325	 80.80	 53.97	 98.4149	 66.24	 63.1977	 76.45	 19.625	 72.25	 48.91	 24.02	 62.394	 50.832	  6.988	 36.29	 71.37	 53.646	 61.959	  1.279	 14.307	 24.57	 92.84
Control	 34.55	 85.232	 84.21	 79.9493	 43.80	 25.29470	 72.65	 32.231	 57.752	  5.38	 39.341	  6.436	 83.49	 48.39	  6.459	 28.5180	 11.038	 47.460	 28.33	 81.32	 65.236	 55.941	 43.997	 21.5383	 47.15	 91.0	 19.061	  6.57	 75.11	 64.64	 74.92	 53.01	 52.063	 51.81	 77.22	  0.64	  7.77	 86.86	 15.03	 81.897	 70.39	 40.37	 43.535	  8.79	  4.038	 66.95	 22.49	 55.64	 43.75	 64.23	 26.70	 78.07	 36.34	 45.74	  6.65	  6.37	 27.67	 11.22	 14.63	 61.39	  7.125	 77.99	 71.60	 56.445	 81.187	 61.6216	 93.70	 98.54	 29.07	 25.58	 94.155	 85.23	 40.23	 66.652	 37.786	 35.660	 68.17	 11.05	 25.493	 83.78	 53.02	  5.5912	 53.56	 36.8149	 56.31	 47.853	  5.04	 95.95	 38.98	 56.796	 43.846	 70.791	 32.84	  1.88	 93.085	 10.548	 19.121	 30.471	 39.21	 99.14
